symbol,industry,sector,averageDailyVolume10Day,averageDailyVolume3Month,fiftyDayAverageChangePercent,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,longName,regularMarketChangePercent,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,regularMarketTime,regularMarketVolume,twoHundredDayAverageChangePercent,ytdReturn,expireDate,expireIsoDate,openInterest,marketCap,quoteType,beta,enterpriseValue,pegRatio,enterpriseToEbitda,52WeekChange,SandP52WeekChange,shortPercentOfFloat,netIncomeToCommon,52wkAbsRange
PCTY,Software - Application,Technology,277.9,242.8,0.2570721,-0.08307899,0.97132444,41.15 - 88.47,Paylocity Holding Corporation,0.58276653,83.05,76.0,76.05,80.65,81.12,1549573201.0,436233.0,0.19862172,,,,,4.3,EQUITY,1.6118649999999999,4030236160.0,1.82,111.876,0.7559329,0.058353424,0.040700004,47907000.0,1.05440343
PEGA,Software - Application,Technology,330.1,380.4,0.08994809,-0.17233254,0.30155063,43.21 - 67.95,Pegasystems Inc.,-1.3160204,56.695,55.9101,56.63,56.99,56.24,1549573201.0,241879.0,0.008883083,,,,,4.4,EQUITY,1.1612790000000002,4322458624.0,4.41,-181.753,0.22559142,0.058353424,0.0614,-30815000.0,0.47388317
PFE,Drug Manufacturers - Major,Healthcare,29879.6,25977.3,-0.012734539,-0.10264687,0.2560241,33.2 - 46.47,Pfizer Inc.,-1.4883087,42.15,41.2075,42.11,42.33,41.7,1549573199.0,19303430.0,-0.023589825,,,,,241.0,EQUITY,0.727867,268239781888.0,1.94,11.814,0.25869763,0.058353424,0.007900001,11143000064.0,0.35867097
PKI,Diagnostics & Research,Healthcare,796.8,655.7,0.111537635,-0.06823959,0.29516548,70.74 - 98.33,"PerkinElmer, Inc.",-2.1049189999999998,92.82,90.71,92.7,93.59,91.62,1549573199.0,820271.0,0.06494669,,,,,10.2,EQUITY,1.394242,12090148864.0,1.57,21.736,0.29877877,0.058353424,0.0462,237475008.0,0.36340507
PLCE,Apparel Stores,Consumer Cyclical,752.3,648.3,-0.022969415,-0.44323784,0.05611457,84.47 - 160.23,"The Children's Place, Inc.",-1.6427761000000003,91.21,88.485,90.12,90.7,89.21,1549573201.0,396213.0,-0.25975013,,,,,1.4,EQUITY,1.28545,1440868608.0,0.79,6.353,-0.35968935,0.058353424,0.2369,79039000.0,0.49935240999999997
PLT,Communication Equipment,Technology,680.0,793.4,0.27842465,-0.44360720000000003,0.48155338,30.9 - 82.28,"Plantronics, Inc.",-4.205905400000001,47.7,45.385,47.7,47.79,45.78,1549573198.0,755525.0,-0.13463181,,,,,1.8,EQUITY,1.3377709999999998,3310438912.0,-0.69,31.201999999999998,-0.115327656,0.058353424,0.0963,-111888000.0,0.92516058
POWI,Semiconductors,Technology,141.5,172.7,0.087153226,-0.15900625,0.42977822,47.35 - 80.5,"Power Integrations, Inc.",-2.9668908,69.06,66.66,68.92,69.77,67.7,1549573201.0,249138.0,0.058291603,,,,,2.0,EQUITY,0.834033,1798001664.0,3.48,20.688000000000002,0.117213726,0.058353424,0.0723,30350000.0,0.58878447
PRGO,Drug Manufacturers - Specialty & Generic,Healthcare,1390.2,1940.7,0.051110793,-0.48699296,0.2828005,36.28 - 90.72,Perrigo Company plc,-1.8143471000000002,47.9999,46.43,47.29,47.4,46.54,1549573199.0,1335614.0,-0.27431469999999997,,,,,6.3,EQUITY,1.464401,9176361984.0,1.97,9.252,-0.43865466,0.058353424,0.0555,122800000.0,0.76979346
PSTG,Data Storage,Technology,2546.2,3296.1,0.073874,-0.37360564,0.30450323,13.99 - 29.135,"Pure Storage, Inc.",-2.5627310000000003,18.35,17.94,18.43,18.73,18.25,1549573198.0,2912854.0,-0.13872409,,,,,4.4,EQUITY,1.8052830000000002,3858858752.0,3.41,-33.486,-0.015764654,0.058353424,0.090900004,-185235008.0,0.67810887
PTC,Software - Application,Technology,1356.2,1392.4,0.03268332,-0.1952718,0.3204031,65.48 - 107.44,PTC Inc.,-0.49487892,86.74,85.18,86.04,86.89,86.46,1549573201.0,736225.0,-0.048087418,,,,,10.3,EQUITY,1.324214,10726927360.0,1.26,64.957,0.283646,0.058353424,0.051,59095000.0,0.5156749
PYPL,Credit Services,Financial Services,9780.3,8922.6,0.030760717000000003,-0.039437547,0.2937909,70.22 - 94.58,"PayPal Holdings, Inc.",-1.5176169,91.71,90.01,91.11,92.25,90.85,1549573201.0,6573201.0,0.051568105999999996,,,,,106.7,EQUITY,0.7742939999999999,101213978624.0,1.85,33.794000000000004,0.27558076,0.058353424,0.014400001,2056999936.0,0.33322844700000004
QCOM,Semiconductors,Technology,18312.4,17611.2,-0.066873625,-0.3392157,0.040980186,48.56 - 76.5,QUALCOMM Incorporated,-1.0763194999999999,51.11,50.275,50.83,51.1,50.55,1549573201.0,9242450.0,-0.1850365,,,,,61.2,EQUITY,1.251416,67469807616.0,1.25,10.56,-0.18135214,0.058353424,0.045100003,2187000064.0,0.380195886
QLYS,Software - Application,Technology,261.6,344.4,0.16485822,-0.06612411,0.6048951,57.2 - 98.3,"Qualys, Inc.",-1.607717,92.615,90.5,92.39,93.3,91.8,1549573201.0,176375.0,0.12793107,,,,,3.6,EQUITY,0.9959319999999999,3319217408.0,6.15,43.816,0.6003431,0.058353424,0.1244,45760000.0,0.67101921
QQQ,,,32223.6,54733.8,0.05256776,-0.10291688,0.17266129,143.46 - 187.53,Invesco QQQ Trust,-1.342956,169.44,166.95,169.03,170.52,168.23,1549573201.0,41073256.0,-0.020019036,9.13,,,,66.1,ETF,,,,,,,,,0.27557817
QRVO,Semiconductors,Technology,1027.8,1403.8,0.07321135,-0.23387837,0.21549279999999998,54.735 - 86.84,"Qorvo, Inc.",-3.059884,68.28,66.23,67.78,68.63,66.53,1549573201.0,1731450.0,-0.061088134,,,,,8.3,EQUITY,1.270377,8425902592.0,1.11,9.361,-0.10696161,0.058353424,0.051599998,-43492000.0,0.44937117
QYLD,,,187.2,172.1,0.030360797000000002,-0.12666665,0.14616573,19.43 - 25.5,Global X NASDAQ 100 Covered Call ETF,-0.31333795,22.3199,22.2,22.31,22.34,22.27,1549573201.0,119534.0,-0.05748612,4.85,,,,,ETF,,,,,,,,,0.27283238
RCL,Leisure,Consumer Cyclical,2439.9,1735.5,0.095072605,-0.13443118,0.29235578,89.48 - 133.6,Royal Caribbean Cruises Ltd.,-2.1244197,117.38,114.4,117.4,118.15,115.64,1549573199.0,1575391.0,0.02238856,,,,,24.2,EQUITY,1.954811,35741847552.0,1.05,12.027999999999999,-0.035116315,0.058353424,0.013300001,1811042048.0,0.42678696000000005
RDWR,Communication Equipment,Technology,195.2,211.3,0.050861508,-0.14982457,0.20427428,20.12 - 28.5,Radware Ltd.,-0.08247612,24.38,23.95,24.13,24.25,24.23,1549573201.0,231063.0,-0.010206558000000001,,,,,1.1,EQUITY,0.9320290000000001,804423680.0,1.03,78.742,0.17433417,0.058353424,0.006,5913000.0,0.35409884999999997
RGEN,Biotechnology,Healthcare,228.2,428.4,0.051347643,-0.19120567,0.9289581,29.56 - 70.5,Repligen Corporation,-1.3153312,58.41,56.24,57.62,57.78,57.02,1549573201.0,205872.0,0.01980311,,,,,2.5,EQUITY,1.177417,2446287360.0,3.18,50.294,0.86869335,0.058353424,0.11800000000000001,23157000.0,1.12016377
RHT,Software - Application,Technology,1551.6,2229.9,0.020168278,-0.0019500033,0.5535513000000001,115.31 - 179.49,"Red Hat, Inc.",0.18455447,179.14,178.6,178.7,178.81,179.14,1549573196.0,733490.0,0.14610796,,,,,31.7,EQUITY,0.27705100000000005,30175311872.0,3.01,48.595,0.43449652,0.058353424,0.0639,279286016.0,0.5555013033
RMD,Medical Instruments & Supplies,Healthcare,1967.1,1129.7,-0.11038691,-0.19240509,0.09159347,87.67 - 118.5,ResMed Inc.,0.11507544,96.07,94.59,95.52,95.59,95.7,1549573199.0,1033033.0,-0.11547254,,,,,13.7,EQUITY,0.80978,14684438528.0,2.64,19.938,0.070916414,0.058353424,0.0247,450313984.0,0.28399856
RNG,Software - Application,Technology,703.3,939.6,0.13045797,-0.012022418,0.9570132,49.55 - 98.15,"RingCentral, Inc.",0.6017241,97.11,94.38,94.88,96.39,96.97,1549573197.0,757551.0,0.1518165,,,,,7.8,EQUITY,0.9869559999999999,7538647040.0,2.47,-627.854,0.84302104,0.058353424,0.066199996,-42583000.0,0.969035618
ROG,Electronic Components,Technology,119.9,125.6,0.13786204,-0.23107177,0.40253338,89.21 - 162.72,Rogers Corporation,-3.694578,128.17,124.57,128.79,129.92,125.12,1549573197.0,72806.0,0.004697221,,,,,2.3,EQUITY,2.698021,2476595968.0,1.08,15.503,-0.107753634,0.058353424,0.044099998,70198000.0,0.63360515
ROST,Apparel Stores,Consumer Cyclical,1905.8,3230.4,0.0528842,-0.112697676,0.25528732,73.76 - 104.35,"Ross Stores, Inc.",-0.0755529,92.71,91.57,92.16,92.66,92.59,1549573201.0,1199301.0,0.010844629,,,,,34.3,EQUITY,0.607727,33386889216.0,1.84,13.779000000000002,0.23447919,0.058353424,0.02,1596510976.0,0.367984996
RUBY,Biotechnology,Healthcare,181.0,193.9,-0.07616414,-0.57709783,0.09878002,12.705 - 33.01,"Rubius Therapeutics, Inc.",-3.7241378,14.5,13.54,14.4,14.5,13.96,1549573201.0,108720.0,-0.27427962,,,,,1.1,EQUITY,,745258048.0,,-9.441,Infinity,0.058353424,0.1087,-79529000.0,0.67587785
SHOO,Footwear & Accessories,Consumer Cyclical,422.9,586.5,0.08347260000000001,-0.13536896,0.2237695,27.766666 - 39.3,"Steven Madden, Ltd.",0.23598233,34.03,33.63,33.83,33.9,33.98,1549573201.0,346567.0,0.017489787,,,,,3.0,EQUITY,0.726667,2741706240.0,1.78,15.812000000000001,0.19929254,0.058353424,0.0481,141242000.0,0.35913846000000005
SHOP,Software - Application,Technology,1043.5,1558.6,0.1503742,-0.028550446,0.5273778,112.5 - 176.88,Shopify Inc.,-1.0195876,174.165,171.0878,171.28,173.6,171.83,1549573199.0,1342026.0,0.17195685,,,,,19.0,EQUITY,1.9052919999999998,16993325056.0,6.24,-255.86599999999999,0.4648553,0.058353424,,-66026000.0,0.555928246
SHY,,,5369.6,4223.2,0.0012073160000000002,-0.0020274082,0.010261964,82.83 - 83.85,iShares 1-3 Year Treasury Bond ETF,0.07175024599999999,83.7,83.65,83.67,83.62,83.68,1549573201.0,2483126.0,0.005474595400000001,0.25,,,,20.1,ETF,,,,,,,,,0.0122893722
SKX,Footwear & Accessories,Consumer Cyclical,2898.5,2571.8,0.10876926,-0.35724235,0.29090908,21.45 - 43.08,"Skechers U.S.A., Inc.",0.072282106,28.06,27.1,27.5,27.67,27.69,1549573195.0,3754009.0,0.028904582999999998,,,,,4.4,EQUITY,0.6473369999999999,3698698752.0,0.8,7.148,-0.275275,0.058353424,0.1076,187012992.0,0.64815143
SLAB,Semiconductors,Technology,807.7,321.8,0.025960399,-0.24001807,0.15041707,73.13 - 110.7,Silicon Laboratories Inc.,-1.2790471,85.43,83.65,84.3,85.22,84.13,1549573201.0,491705.0,-0.042305414000000006,,,,,3.6,EQUITY,1.3825040000000002,3412961536.0,1.6,21.846999999999998,-0.0061807632,0.058353424,0.0435,83591000.0,0.39043514
SMH,,,6424.8,7371.3,0.09423969,-0.1343518,0.22859627,80.71 - 114.55,VanEck Vectors Semiconductor ETF,-2.1125363999999998,100.45,98.2701,99.89,101.3,99.16,1549573201.0,9094477.0,0.01060902,10.61,,,,0.9,ETF,,,,,,,,,0.36294806999999996
SMTC,Semiconductors,Technology,359.9,539.1,0.03685659,-0.18298924,0.5805113000000001,31.3 - 60.55,Semtech Corporation,-3.8857586000000004,50.86,49.11,50.82,51.47,49.47,1549573201.0,330318.0,-0.006792473,,,,,3.3,EQUITY,1.686563,3287515904.0,1.11,24.853,0.60342693,0.058353424,0.0293,48419000.0,0.7635005400000001
SNPS,Software - Application,Technology,990.0,1260.9,0.11492989,-0.047872383,0.24399795,79.14 - 103.4,"Synopsys, Inc.",-1.2933636999999998,99.1,97.7606,98.7,99.74,98.45,1549573201.0,853466.0,0.070535325,,,,,14.7,EQUITY,1.296941,14664679424.0,2.16,27.881999999999998,0.20721364,0.058353424,0.016900001,432518016.0,0.291870333
SOGO,Internet Content & Information,Technology,1244.8,1087.1,0.024632556,-0.61290324,0.24999996,4.8 - 15.5,Sogou Inc.,-2.2801282000000005,6.13,5.95,6.06,6.14,6.0,1549573198.0,723464.0,-0.13906047,,,,,2.3,EQUITY,,1358497152.0,1.36,14.41,-0.32004428,0.058353424,,98781000.0,0.8629032
SPLK,Software - Application,Technology,1355.3,2097.8,0.12839848,-0.024499629,0.5516158,82.63 - 131.43,Splunk Inc.,0.0,128.3,124.67,126.77,128.21,128.21,1549573201.0,1372748.0,0.18180297,,,,,18.9,EQUITY,1.8237259999999997,18155589632.0,3.02,-71.196,0.4918548,0.058353424,0.0471,-313420992.0,0.576115429
SPOT,Internet Content & Information,Technology,2297.5,1633.3,0.04957027,-0.34051967,0.27050048,103.29 - 198.99,Spotify Technology S.A.,-3.1155417,135.0,128.71,134.97,135.45,131.23,1549573199.0,2449231.0,-0.14564894,,,,,23.8,EQUITY,,25251520512.0,-1.21,,Infinity,0.058353424,0.0358,,0.61102015
SPY,,,79071.8,114661.9,0.046993498,-0.080866806,0.15575813,233.76 - 293.94,SPDR S&P 500 ETF,-0.9422809000000001,271.55,268.29,270.94,272.74,270.17,1549573201.0,88553955.0,-0.015563295,7.99,,,,250.5,ETF,,,,,,,,,0.236624936
SQ,Software - Application,Technology,16868.8,17770.5,0.11282173,-0.28868023,0.95729053,36.76 - 101.15,"Square, Inc.",-0.9907819,72.98,70.53,71.77,72.67,71.95,1549573198.0,9066857.0,-0.020903101,,,,,29.8,EQUITY,3.873875,29740830720.0,3.06,-65798.3,0.83974683,0.058353424,0.1047,-25912000.0,1.24597076
SSYS,Computer Systems,Technology,763.9,506.1,0.22264852,-0.061487485,0.49413836,17.06 - 27.16,Stratasys Ltd.,-4.3885974999999995,26.37,25.0,26.37,26.66,25.49,1549573201.0,688725.0,0.16694903,,,,,1.4,EQUITY,2.418275,1115047552.0,1.49,20.721999999999998,0.34578502,0.058353424,0.1234,-28186000.0,0.555625845
STMP,Software - Application,Technology,235.6,365.7,0.13624263,-0.33242348,0.34927140000000007,141.38 - 285.75,Stamps.com Inc.,0.60120213,191.34,186.98,187.76,189.62,190.76,1549573201.0,177105.0,-0.050813653,,,,,3.5,EQUITY,0.5298109999999999,3435269632.0,1.08,15.720999999999998,-0.007225156,0.058353424,0.1989,166180992.0,0.68169488
STX,Data Storage,Technology,5063.5,4194.5,0.10517873,-0.2909091,0.25664210000000004,35.38 - 62.7,Seagate Technology plc,-1.7024109,44.96,43.99,44.86,45.23,44.46,1549573201.0,4226816.0,-0.023198744,,,,,12.7,EQUITY,2.099657,15684747264.0,1.33,6.379,-0.046585143,0.058353424,0.1137,1676000000.0,0.5475512
SUPN,Drug Manufacturers - Specialty & Generic,Healthcare,584.7,607.6,0.06482496,-0.38253063,0.25856906,30.05 - 61.25,"Supernus Pharmaceuticals, Inc.",-1.4590968,38.44,37.31,38.25,38.38,37.82,1549573201.0,250479.0,-0.13456392,,,,,2.0,EQUITY,1.413759,2041136384.0,0.53,13.982999999999999,0.03310895,0.058353424,0.1155,98758000.0,0.64109969
SWKS,Semiconductors,Technology,2788.3,2525.1,0.17981645,-0.29677534,0.35662007,60.12 - 115.98,"Skyworks Solutions, Inc.",-3.6958375,85.15,81.435,85.05,84.69,81.56,1549573201.0,3475446.0,0.0057061533,,,,,14.2,EQUITY,0.870959,12457930752.0,0.9,7.779,-0.14489096,0.058353424,0.0463,918400000.0,0.65339541
SYK,Medical Devices,Healthcare,2152.7,1545.7,0.11281542,-0.002483701,0.24856646,144.75 - 181.18,Stryker Corporation,0.016601427,180.81,179.0501,179.24,180.7,180.73,1549573197.0,1113946.0,0.07614560000000001,,,,,67.6,EQUITY,0.75674,71917707264.0,2.17,19.834,0.22086346,0.058353424,0.0126,3552999936.0,0.251050161
TAL,Education & Training Services,Consumer Defensive,3546.9,3932.7,0.07202552,-0.35124925,0.46584440000000005,21.08 - 47.63,TAL Education Group,-2.9522629,31.78,30.83,31.75,31.84,30.9,1549573199.0,2255819.0,0.08466558,,,,,17.5,EQUITY,-0.607801,16828874752.0,1.57,45.214,0.11056852,0.058353424,,337162944.0,0.8170936500000001
TCEHY,Internet Content & Information,Technology,3720.8,4532.7,0.053165987000000005,-0.2661667,0.396005,31.54 - 60.0,Tencent Holdings Limited,-1.7626080000000002,44.55,43.5,44.1,44.82,44.03,1549572261.0,2015564.0,0.07904398,,,,,417.2,EQUITY,1.163143,430066008064.0,79.81,,-0.12631577,0.058353424,,,0.6621717
TDC,Data Storage,Technology,1181.6,1156.8,0.12064257,-0.015832299999999997,0.3678263,33.63 - 46.74,Teradata Corporation,-1.5832298999999999,46.475,45.73,46.19,46.74,46.0,1549573198.0,2096823.0,0.18581688,,,,,5.4,EQUITY,0.808451,5192203776.0,2.02,33.716,0.25308323,0.058353424,0.1091,-59000000.0,0.3836586
TDOC,Health Information Services,Technology,986.0,1558.4,0.11396858,-0.3011477,0.9569183000000001,31.8 - 89.046,"Teladoc Health, Inc.",-2.7656257,63.65,60.57,63.15,64.0,62.23,1549573195.0,980486.0,-0.042313237000000004,,,,,4.4,EQUITY,1.275929,4410325504.0,-2.06,-121.96700000000001,0.9364599,0.058353424,0.3449,-116588000.0,1.2580660000000001
TEL,Electronic Components,Technology,1400.7,2192.6,0.048515376,-0.23622642,0.15922113,69.84 - 106.0,TE Connectivity Ltd.,-2.4460764,82.32,80.575,82.21,82.99,80.96,1549573198.0,1754493.0,-0.020124696,,,,,27.4,EQUITY,1.1520219999999999,31227348992.0,1.41,10.077,-0.12889683,0.058353424,0.0111,3000000000.0,0.39544755
TER,Semiconductor Equipment & Materials,Technology,2659.7,2705.2,0.14312533,-0.25730073,0.31012878,28.73 - 50.68,"Teradyne, Inc.",-2.233768,38.34,37.31,38.02,38.5,37.64,1549573201.0,2037953.0,0.03919014,,,,,6.7,EQUITY,1.324016,5947214336.0,2.95,9.83,-0.029493272,0.058353424,0.0645,451779008.0,0.56742951
TEVA,Drug Manufacturers - Specialty & Generic,Healthcare,6181.9,10343.8,0.021835668,-0.29314327,0.25771078,14.59 - 25.96,Teva Pharmaceutical Industries Limited,-4.2775154,19.09,18.285,19.09,19.17,18.35,1549573199.0,10514187.0,-0.13026603,,,,,20.0,EQUITY,1.5189489999999999,53176479744.0,-0.91,10.224,0.028433561,0.058353424,,-11059000320.0,0.55085405
TIP,,,1447.6,1395.8,0.007394678000000001,-0.022080904,0.029666163,107.53 - 113.22,iShares TIPS Bond ETF,0.16283725,110.74799999999999,110.54,110.66,110.54,110.72,1549573196.0,916659.0,0.0051254685999999995,1.37,,,,21.6,ETF,,,,,,,,,0.051747066999999994
TJX,Apparel Stores,Consumer Cyclical,6566.1,7863.6,0.03862094,-0.14327326,0.3327383,36.41 - 56.64,"The TJX Companies, Inc.",-0.48194587,48.76,48.21,48.49,48.76,48.525,1549573196.0,4710153.0,-0.04257573,,,,,59.8,EQUITY,0.680075,60216504320.0,1.71,11.92,0.31145775,0.058353424,0.013200001000000001,3095536128.0,0.47601156
TLT,,,8469.8,9241.6,0.007449898000000001,-0.016389461,0.08873995,111.9 - 123.86,iShares 20+ Year Treasury Bond ETF,0.66099566,121.91,121.23,121.46,121.03,121.83,1549573201.0,7803852.0,0.03234544,0.62,,,,10.1,ETF,,,,,,,,,0.105129411
TM,Auto Manufacturers,Consumer Cyclical,137.8,202.6,-0.024022248,-0.15135832,0.06263498,111.12 - 139.14,Toyota Motor Corporation,-2.4535327000000002,119.21,117.39,119.24,121.05,118.08,1549573199.0,286394.0,-0.03011698,,,,,166.8,EQUITY,0.7349289999999999,177133797376.0,,,-0.09953129,0.058353424,,,0.2139933
TME,Internet Content & Information,Technology,5032.6,8105.6,0.097969435,-0.07711284,0.26672307,11.81 - 16.21,Tencent Music Entertainment Group,0.06689116,15.61,14.62,14.87,14.95,14.96,1549573197.0,5481660.0,0.10517515,,,,,24.5,EQUITY,,23799853056.0,1.03,,Infinity,0.058353424,,,0.34383591
TMO,Diagnostics & Research,Healthcare,1722.0,1888.6,0.044484794,-0.043361857999999996,0.24877898,194.51 - 253.91,Thermo Fisher Scientific Inc.,-1.7593553,245.86,240.92,245.11,247.25,242.9,1549573197.0,980988.0,0.03157895,,,,,97.8,EQUITY,1.347695,115783016448.0,1.74,18.906,0.2441504,0.058353424,0.0092,2937999872.0,0.292140838
TREE,Specialty Finance,Financial Services,139.1,225.2,0.19051476,-0.2158661,0.67481583,183.25 - 391.4,"LendingTree, Inc.",0.03585915,308.29,299.2,304.34,306.8,306.91,1549573201.0,131413.0,0.28030393,,,,,3.9,EQUITY,2.517089,3876687360.0,1.35,42.247,-0.081162035,0.058353424,0.2834,102550000.0,0.89068193
TRIP,Leisure,Consumer Cyclical,1768.0,2261.3,0.047786243,-0.14971018,0.61759025,36.27 - 69.0,"TripAdvisor, Inc.",-0.9287453999999999,58.98,57.68,58.98,59.22,58.67,1549573201.0,1455360.0,0.066328235,,,,,8.1,EQUITY,0.524781,7590099456.0,2.22,35.139,0.47865176,0.058353424,0.1671,21000000.0,0.76730043
TRMB,Scientific & Technical Instruments,Technology,1055.3,1169.7,0.10595805,-0.14029181,0.28739494,29.75 - 44.55,Trimble Inc.,-1.441074,38.33,35.0,35.16,38.86,38.3,1549573201.0,2032778.0,0.009912215,,,,,9.6,EQUITY,1.686959,11567064064.0,2.73,22.116999999999997,-0.012201309,0.058353424,0.0209,163100000.0,0.42768675
TSEM,Semiconductors,Technology,913.8,682.0,0.07850334,-0.54288214,0.15560469,13.56 - 34.28,Tower Semiconductor Ltd.,-0.6341178000000001,15.75,15.31,15.62,15.77,15.67,1549573201.0,859999.0,-0.12416316599999999,,,,,1.6,EQUITY,1.509002,1341816960.0,0.64,3.5239999999999996,-0.49920607,0.058353424,,244716992.0,0.69848683
TSLA,Auto Manufacturers,Consumer Cyclical,7659.6,7276.3,-0.03578522,-0.20634384,0.25724688,244.59 - 387.46,"Tesla, Inc.",-3.0609646,314.7,303.0,313.3,317.22,307.51,1549573201.0,6454981.0,-0.032681233999999997,,,,,52.8,EQUITY,0.61659,64948314112.0,-5.98,39.405,0.006312847,0.058353424,,-976091008.0,0.46359072
TSM,Semiconductors,Technology,8866.7,9836.5,0.04322291,-0.16677599,0.11429407,34.21 - 45.75,Taiwan Semiconductor Manufacturing Company Limited,-1.6004201,38.455,37.83,38.37,38.74,38.12,1549573199.0,5936018.0,-0.03160575,,,,,188.7,EQUITY,1.020211,198367412224.0,1.1,,-0.04013872,0.058353424,,,0.28107006
TSS,Credit Services,Financial Services,2001.6,1521.1,0.07375109,-0.09512903,0.20190519,75.58 - 100.39,"Total System Services, Inc.",-0.8405242,91.85,90.49,90.93,91.61,90.84,1549573199.0,939478.0,0.0013827423999999999,,,,,16.6,EQUITY,1.2310780000000001,20253532160.0,1.24,16.102,0.12861896,0.058353424,0.0189,576656000.0,0.29703422
TTD,Software - Application,Technology,1038.1,1295.8,0.10505165,-0.12049539999999999,2.4899259999999996,40.7 - 161.5,"The Trade Desk, Inc.",-3.7016995,145.4,138.61,145.4,147.5,142.04,1549573201.0,1294904.0,0.11973611,,,,,6.1,EQUITY,2.815,6543098368.0,2.29,68.491,2.4033225,0.058353424,0.1376,65516000.0,2.6104213999999994
TTWO,Electronic Gaming & Multimedia,Technology,3998.0,2953.2,-0.073451154,-0.31105712,0.053557783,91.49 - 139.91,"Take-Two Interactive Software, Inc.",4.171621,98.57,92.0,92.56,92.53,96.39,1549573201.0,7566067.0,-0.18246086,,,,,11.0,EQUITY,1.3186950000000002,11177328640.0,0.6,43.878,-0.10607672,0.058353424,0.0374,212894000.0,0.364614903
TWOU,Software - Infrastructure,Technology,357.8,595.1,0.119442835,-0.39280206,0.34516856,44.5 - 98.584,"2U, Inc.",-0.39933090000000004,60.39,59.0001,60.33,60.1,59.86,1549573201.0,216458.0,-0.08857725,,,,,3.5,EQUITY,1.7388419999999998,3047161344.0,-24.31,-151.344,-0.11695564,0.058353424,0.1856,-42653000.0,0.73797062
TWTR,Internet Content & Information,Technology,20414.1,20754.7,-0.01943952,-0.35551372,0.17602132,26.19 - 47.79,"Twitter, Inc.",-9.836067,31.68,30.31,31.17,34.16,30.8,1549573199.0,67851156.0,-0.039292686,,,,,23.4,EQUITY,-0.099596,22800412672.0,0.95,33.828,0.1318754,0.058353424,0.034,1041372032.0,0.53153504
TXN,Semiconductors,Technology,6944.3,6999.9,0.07181657,-0.123396374,0.18426459,87.7 - 118.48,Texas Instruments Incorporated,-2.4605584,105.58,103.14,105.1,106.48,103.86,1549573201.0,6070300.0,0.017799992,,,,,98.2,EQUITY,1.136354,97542774784.0,2.52,12.794,0.090313315,0.058353424,0.021,5580000256.0,0.307660964
TYL,Software - Application,Technology,257.4,293.7,0.09463819,-0.1924585,0.17672868,173.26 - 252.47,"Tyler Technologies, Inc.",-0.19092348,205.21,200.71,202.3,204.27,203.88,1549573199.0,216052.0,-0.032661505,,,,,7.9,EQUITY,0.9714430000000001,7658625536.0,3.95,39.464,0.0899632,0.058353424,0.0222,176480000.0,0.36918718
UBNT,Communication Equipment,Technology,256.7,392.7,0.038869876,-0.07068610000000002,1.1716598,49.4 - 115.44,"Ubiquiti Networks, Inc.",-2.1078544,109.73,106.81,109.17,109.59,107.28,1549573201.0,269558.0,0.11379495,,,,,7.6,EQUITY,1.139773,7602098688.0,1.12,21.959,0.62451816,0.058353424,0.3213,207068000.0,1.2423459000000001
UHS,Medical Care,Healthcare,562.0,819.9,0.061987225,-0.048270468,0.21504979,109.37 - 139.63,"Universal Health Services, Inc.",-1.606692,135.22,132.83,134.69,135.06,132.89,1549573199.0,663338.0,0.054344177,,,,,12.2,EQUITY,1.254566,16499240960.0,1.02,9.689,0.17576385,0.058353424,0.0452,840321024.0,0.263320258
ULTA,Specialty Retail,Consumer Cyclical,611.5,1035.9,0.08496074,-0.08946007,0.5317685000000001,191.7 - 322.49,"Ulta Beauty, Inc.",0.06474780000000001,294.57,288.09,291.18,293.45,293.64,1549573201.0,401570.0,0.08665262,,,,,17.4,EQUITY,1.249321,17143198720.0,1.37,15.585999999999999,0.40346265,0.058353424,0.0475,652057984.0,0.6212285700000001
ULTI,Software - Infrastructure,Technology,962.8,342.9,0.2693586,-0.09238504,0.5311477,216.87 - 365.86,"The Ultimate Software Group, Inc.",0.07836339999999999,332.5,331.5,331.8,331.8,332.06,1549573201.0,1424934.0,0.19032738,,,,,10.4,EQUITY,1.243021,10236721152.0,2.21,77.041,0.49398887,0.058353424,0.0402,65140000.0,0.62353274
UNH,Health Care Plans,Healthcare,3279.6,4014.1,0.057635136,-0.06567342,0.26894959999999996,212.01 - 287.94,UnitedHealth Group Incorporated,-0.17439748,270.58,267.2572,268.64,269.5,269.03,1549573199.0,1944646.0,0.02507282,,,,,258.8,EQUITY,1.0640479999999999,285654417408.0,1.16,14.447000000000001,0.24503374,0.058353424,0.0061000003,11985999872.0,0.33462301999999994
URBN,Apparel Stores,Consumer Cyclical,2154.3,2572.0,-0.026197089,-0.39923808,0.02602476,30.74 - 52.5,"Urban Outfitters, Inc.",1.3496146,31.56,30.82,30.99,31.12,31.54,1549573201.0,2243578.0,-0.19297193,,,,,3.4,EQUITY,0.9117270000000001,2783415808.0,0.73,5.71,-0.038318932,0.058353424,0.17729999,212907008.0,0.42526284
